row	training	assigned_sex	height	weight	max_hr	age	VO2_Max
300	intense	male	68.35417261770982	183.79687791908975	182.85300278185036	28.668726224176435	55.74368844661768
301	moderate	male	65.22584577700094	164.18090355343213	192.5670119488435	44.962734773378415	41.17293724455525
302	none	female	62.4761477808068	187.5004461378298	195.84253738925608	27.509677671982036	29.980623340409768
303	none	female	69.76298743708278	199.93932468308316	182.5495191375792	26.743172302023204	26.328809901564153
304	low	male	67.83003917391507	172.42808660526788	188.9723241540483	31.66674545410132	38.006150604221766
305	low	female	72.64337106233826	150.70239205692098	193.80911301000953	40.25941492573883	32.10178575375707
306	low	female	64.03920584661893	144.6911721383184	194.83290045988542	28.54840969815996	31.17268385459548
307	moderate	male	65.15875868056767	142.6367816198032	189.3931712977452	35.34275410196698	41.50074879336386
308	high	male	66.26471259562862	147.36088680407292	192.2438898613177	35.6997626787783	53.50297980519717
309	high	male	69.13143901640005	164.35054793855053	190.84793793415216	35.999232216939994	47.87828378866037
310	none	female	66.79509322077548	167.52049304260814	197.72996173772464	15.789935979811009	33.32288620691458
311	none	male	65.07241314385251	132.36587905975188	197.10005361883177	42.73193018427569	37.90419594216393
312	moderate	male	67.53190134735716	149.5191933367453	190.2785687898052	23.521977706656532	48.39974999233252
313	high	male	62.565390962485864	178.7691200427902	198.0618074897527	29.406292463102634	48.73127458405811
314	low	male	71.5757763347199	143.5233136880511	202.2240478992781	38.48231554602756	46.369822233125106
315	intense	female	69.97791950307243	192.9125136763859	197.91826819773644	24.376332083373494	61.817155159783
316	moderate	male	64.85284288028909	198.94806861830034	193.16351306761095	26.282595712225934	49.812149575297
317	high	male	67.78221392453963	126.37020599776775	194.43012365037347	28.240379644756526	49.21246707874364
318	low	male	71.90070155268853	88.2072173566612	197.61937985085856	37.612682621119056	47.66709258390232
319	moderate	male	61.83296528381721	274.4656440882674	192.29959789032623	29.365666729085685	40.80279702045581
320	low	male	79.90103696405671	180.14554331682984	195.016314725611	24.547168949460428	37.54940778551999
321	high	female	60.343359457663766	191.7493496882259	195.42296158317242	24.867793088527655	52.215988802105315
322	none	female	62.802416513710526	201.31608254213745	200.54019469600837	48.97862088257474	25.125019560619005
323	moderate	female	59.49494929770335	143.8947101687606	196.03884864267175	32.7027258280288	31.498213391941114
324	high	female	73.03830822694005	173.42803390330883	190.1479213583242	39.476820633259486	43.66706216843095
325	moderate	female	64.43214130625176	153.3007068165075	203.06543660625488	28.063715179713583	38.53958342708692
326	moderate	female	70.48167442959956	170.90717438272873	198.47897669238466	33.58903382312588	30.32353491124165
327	low	male	65.20211684797354	156.44494101736018	191.91345749368256	27.405472474233978	50.006688280366845
328	none	male	69.66982379851807	144.25071901628837	193.77009817232909	41.64370581943545	30.06971141685704
329	intense	male	70.77853556409566	107.79204224344761	192.5677895488748	37.28816946963968	63.936261998103696
330	high	male	71.08807608266717	100.41271789874034	190.37166299566996	30.547476044410573	56.14355978823214
331	moderate	female	70.63537324391342	168.94928341073404	200.62884458563153	31.985402739679532	34.71280076859051
332	high	female	64.19974195373739	173.83684580428545	191.26039851098577	34.91319352378894	40.044484839347746
333	none	male	65.85155947284471	162.01020540286967	195.41385437508026	37.653821671875534	34.47148996688952
334	high	male	68.1997528294715	158.5980362655454	186.2328884600665	31.115056477956784	53.26787433558925
335	low	male	63.044242030280365	146.7105234511111	196.385429654836	30.238285505651582	42.04146573805786
336	moderate	male	60.38110045633782	218.54298908876262	189.19514641067403	35.134136869758954	42.650912636459715
337	none	female	71.10985336743116	138.25006177702943	200.20535660046338	32.3630765608943	32.00158840910742
338	moderate	male	72.34743557838489	183.3028794312164	194.62105173178932	26.110621549559312	39.692757242450014
339	low	male	69.75623602356018	162.06785722945682	192.68922193298545	25.08794352778198	39.86427479746321
340	moderate	male	74.84182785951447	171.24953379827613	192.74523977299404	35.257742634220904	34.69141066548
341	none	male	72.39924761793723	195.6146806783834	186.23055331955365	28.378752043212764	36.72202202241549
342	none	female	62.23573207402311	132.4481602797731	186.43778275069312	22.716318233619972	29.675560219484183
343	none	male	68.5797541288695	81.86556364465181	189.98612336078602	24.945943253320102	35.248979820695006
344	low	female	69.03127205641802	85.82252305225845	193.45298522588715	27.304535210778862	34.598101721907796
345	high	male	65.4311868922836	196.4707411438834	194.14127847192304	32.67450042566207	46.682490435741535
346	none	male	70.07441225825917	206.7213342242012	186.65460181150758	37.60514650747296	33.95020406871573
347	low	female	72.60609544641139	214.57312487634607	192.5576919469142	31.623548146650844	17.166874566604
348	intense	female	76.38441132506861	113.09152958487316	191.76091538663815	33.83167272027234	53.19787437802893
349	moderate	male	63.307379095159476	186.13677878179104	191.01251039210084	29.894508192425917	34.04432767593896
350	moderate	male	70.55605898167362	134.326618300462	198.80455267098395	41.20931438788636	47.49149802792918
351	low	male	65.76967478067031	148.24284182608363	190.87036113779868	33.28344152991607	27.878033531973394
352	high	female	71.0846400408792	120.67021022749624	190.04292063397497	37.698431661196835	42.26508986425319
353	moderate	male	68.72298528205147	136.417639703567	199.54010698831925	32.12844932842345	43.26546967242364
354	low	female	71.32485135431777	191.2787354270062	194.24090536821632	33.25923121169719	18.617241987912692
355	low	male	64.02521027416586	157.58996213189823	188.83283908310432	47.26510472806879	34.1151377982687
356	low	male	67.32057411730592	233.77997688358704	194.47899717460942	37.30794479282927	35.628044124809236
357	high	male	57.84875804206183	158.9811623398243	181.08941699921206	32.864866817237164	54.92196270220804
358	moderate	female	65.32091729607984	112.54879021437804	192.03659954290347	27.43351779217623	30.79603577782114
359	low	female	71.8854109790051	138.53474281394605	184.6442841490466	26.748484229823156	29.9175200277453
360	high	female	70.96415229585718	222.2979104249517	192.86831907183958	36.41082699019825	33.67577698020439
361	moderate	female	68.61705158724418	173.06590969005967	189.29334835989064	29.78609467331725	36.11140384275949
362	moderate	male	59.55236597860487	143.3983956181405	189.60939537865056	18.727522305462927	42.15062299322015
363	moderate	male	76.50757698290019	201.31766115404872	201.67514942278635	23.08521404474608	38.66859492631474
364	high	female	69.99648984425245	171.32941558088032	197.76079877615396	13.670804977191214	45.58749052437782
365	moderate	male	59.87169458572143	204.66880449212584	198.45249439765792	34.19681280299495	50.52554145341023
366	moderate	female	67.76746529648389	231.858765836208	194.15038478162046	40.77062038198076	35.676629716346106
367	moderate	female	74.6729462411841	210.2353230209198	185.19632665305252	39.29780217560592	35.60736572890439
368	low	male	69.8263162516903	154.06482332681222	192.05144015846676	34.42110390372085	36.89316011370156
369	intense	male	76.03592106635553	191.45281718789147	195.03920577987648	33.97548875776626	50.88048326843043
370	low	female	68.2142983461005	233.23680410721227	190.5045090816171	27.161355428635968	32.08991347982764
371	none	female	67.62302093647901	191.7402189716995	190.508857770971	32.36758658611334	27.2992306589036
372	low	female	60.40004539520218	98.01544843420263	187.63928413605908	28.502528045780902	35.71832549856972
373	high	female	70.03503249340065	206.05073511315075	190.86549829861914	38.601436026559156	38.473550331211584
374	high	male	73.43137325398557	125.20419630082736	190.08568287170323	46.29136215384263	55.01448338009474
375	high	female	70.84859862742785	164.94474256313777	193.44982776226112	17.525927209400592	43.01506056024092
376	high	female	74.46929582324323	245.96150452672794	191.41443671037047	24.30435137748293	41.110545637161295
377	intense	female	64.26873747373592	185.1807428005846	197.59989740933977	38.974978585627206	55.0289530249801
378	moderate	male	67.82036855716038	222.63276586883808	194.32548788666483	26.85423553383075	42.62953963259392
379	intense	male	59.45550847879761	120.85360663752111	192.62533840593488	46.30802114319221	61.100534915486776
380	moderate	male	69.64937618476766	195.35165765880168	193.5288049371663	40.46254540851538	27.63126158732748
381	moderate	male	64.36322433130202	227.25331158133235	199.66339222324484	26.990755089487628	38.333352011033526
382	none	female	67.13236874052497	165.2253111105659	196.97847528199122	31.07911388658366	27.963392923325138
383	none	female	67.7235913936195	167.12368730188106	184.41767942541526	37.109501617191526	26.589731136735605
384	moderate	male	64.98599146213436	213.80293882410086	194.65864145796425	39.74508574493021	43.09847767513308
385	high	male	71.68905027164953	119.13894666206141	192.82655117429633	30.12553225607102	62.60538505633197
386	moderate	female	69.95384077286221	144.43456309693065	195.14054578690968	24.289746844253024	31.780328996858664
387	moderate	female	67.37503669641849	161.25919784143022	194.25593252250403	32.6054811239184	33.994565879445716
388	intense	female	72.1061484289628	78.94327096959692	192.35088371676693	36.505244814860355	58.79762045589313
389	low	male	69.32669944807779	154.7547191933446	185.99041257674853	30.39783079360846	39.676873227194186
390	moderate	male	68.43976044530646	162.55672929062786	185.9374898264174	34.319268371764586	45.02421801687024
391	moderate	male	63.42729065168682	157.51601885189882	196.9912325494949	27.134148330518506	47.94709254418472
392	low	male	70.46048350283365	229.19608866320664	191.75112585295227	37.39116150702131	42.6681939442734
393	high	female	70.52983546650216	123.5767251652863	200.94567177321264	39.9718558697731	44.652429144459575
394	none	male	62.81564486499186	181.75461625335933	198.14944326309697	40.22333782985782	32.75387358450663
395	high	male	68.31891671326923	179.80739530128574	189.85462514252552	42.77288921113349	54.26785006723605
396	intense	male	72.04564201919175	180.3785072047947	198.00328925890383	39.284401695367976	57.67645957323875
397	moderate	male	69.40272603254768	179.25127967683068	199.86631981487528	20.529148754610304	44.89933615269419
398	low	male	70.42789105109516	91.12414458696179	202.9168944684316	20.752709560174665	38.07309666741785
399	low	male	63.57831828375359	127.15732573844004	190.89102875999296	23.75450599148563	40.27035631983484
400	moderate	male	66.46342072915084	104.44995387172051	183.3702696141617	35.9871054812321	40.412487741019184
401	moderate	male	71.83220008705182	177.63543443053675	189.60837833164368	40.02106642098705	43.710829810016946
402	high	male	69.27596448783292	133.13758230944512	187.95674868330724	34.07670902580404	57.77300824247842
403	moderate	male	64.92335192473527	164.63967644949258	191.30227238106454	39.51825392719716	45.99032814491916
404	high	male	63.71720242657675	115.84615300486021	191.45941034338765	33.40481623548424	53.08520297386427
405	moderate	male	66.65162659360159	168.50691680673893	192.5760484150102	26.941598335380007	38.02709781700983
406	none	female	75.5444669556337	155.06922495492057	186.56085462764577	30.00808743596264	32.26767106782475
407	moderate	female	60.18040429893855	170.96102255234263	192.33912903827135	16.332290519968875	40.8556522799794
408	moderate	male	55.365810835215044	205.03377231777597	194.68266215384665	38.30008590275664	41.05290072702276
409	moderate	male	69.3752616938965	164.07274242177957	188.4684229979941	36.74355085373105	39.96961249228467
410	moderate	female	72.79061942889061	126.5337526056982	197.27597980990697	29.178987187369305	42.05656986567594
411	high	female	68.6109420787788	167.43136816476178	188.13251486563885	16.62372102981782	41.17599712987963
412	moderate	male	74.43543713532591	141.6663197531274	197.85725879893974	29.732564430781263	49.54403847493276
413	moderate	male	74.1245151553433	167.16980813094455	186.96726925559832	30.93072441784782	41.64571665306922
414	none	male	60.905397580354276	172.42652992815036	193.42674831714504	31.65510155633267	39.38382829619165
415	high	male	69.43213331182156	105.28429544187378	193.372132981068	38.80641477364755	60.13907284843557
416	high	male	70.79905054743443	159.05573327370612	188.64023375715075	29.812063075828696	48.51124622935481
417	high	female	61.94791208554574	156.96653628755837	199.4102510883428	25.48538480913649	48.899127094732485
418	low	female	71.67772868897312	160.1702601050484	182.50460430787408	25.952994967731005	39.72137055544867
419	low	male	73.27440452535704	158.89464859732752	188.56078334131863	34.618668805836876	36.53010109789115
420	high	male	68.99327635491323	153.30521391783753	190.90499364092898	21.93585755249761	51.616060086319514
421	low	female	65.00221421541444	138.04913803977644	190.18253268103743	43.6432917498429	40.80443714182887
422	intense	male	67.8188778665536	209.06280854654437	192.60006514276796	25.05609944815754	63.39569723764383
423	moderate	male	72.03571534088934	116.77066493539456	191.65459252839403	20.026830093416475	47.01472860306347
424	none	female	67.05046546883393	189.34044973352408	198.0374760687683	29.921733694033055	24.54567796993652
425	intense	male	66.31620217199077	127.44179957875383	196.95121284861338	19.567151232473588	54.535234586931736
426	intense	male	66.30762823341189	124.4930339819758	177.19971383012495	35.59581718101999	71.11722252744536
427	high	male	64.72779386990196	219.45738621495286	184.6821997026659	31.245697790596637	54.483995011738124
428	low	male	77.94392097355914	184.18482775101592	195.23416653075114	24.83995510418263	40.77762597288764
429	moderate	female	74.01927933934925	214.18520773553303	194.2496275369583	31.759892983485564	21.835184283477016
430	low	male	72.71388578754626	116.40883488488771	189.2593800053336	31.129398207188586	37.18672947180397
431	none	female	57.15116888743134	233.7029663447059	192.91243024233205	31.700317046151433	32.251976842146625
432	moderate	female	69.6428359852766	190.6644651953709	191.15568103114472	32.844895126087714	34.85987453460796
433	moderate	male	65.22639630253576	172.04907378219883	195.7189623961988	30.88470845129271	41.62203909683687
434	low	male	65.53768851229195	185.70811733229647	197.19313007873626	41.70408655445316	38.28722749303056
435	high	male	71.3855454651894	137.76593524501092	185.00385657037	31.953894505073073	52.10694356587815
436	none	male	72.93882465004492	136.3788013103123	193.7597788430355	36.378873436576896	42.59039780776902
437	moderate	male	67.52677030455803	156.92426446380577	196.8725880811241	32.413896383075915	50.86595806810132
438	none	male	61.10589799681227	180.28404754349967	187.058628205195	39.94677442172383	41.05230909701564
439	moderate	female	64.38786164189257	215.55720809353286	196.66348376658817	26.3059358047523	43.066454868182035
440	high	male	73.78259780174697	193.2016196186347	194.70353528100893	37.88977471050998	52.39440665999412
441	low	male	70.99109532296463	124.42435050391809	190.37578302843662	35.40693415645489	42.19709086440386
442	low	male	70.14124757267675	219.98158129250962	183.5280391185599	30.919261151722946	34.792243226794724
443	none	female	67.26415629412742	191.24411222486552	189.98171799116395	29.548055062678056	28.350850843355346
444	moderate	male	60.44769770539453	178.46969388353662	186.98520968406703	33.4823711996798	41.916974089049724
445	none	female	61.75836943356787	251.58120442094014	187.99373012574878	35.1821403561976	39.0705213090953
446	low	female	66.86026845905826	168.33386180127386	192.6721866454059	26.495396693063764	33.12313463124954
447	moderate	male	74.88960636556989	148.69554653022215	194.7258187242644	9.816555658753835	45.264904612941685
448	moderate	male	70.21918952933322	96.71308724805681	189.10053459346977	30.71063657347641	45.097722249340386
449	high	male	68.59074822793947	174.02837104225708	199.63371696116877	46.18353946082253	54.721210586455506
450	moderate	male	74.82858815666766	162.26433290248735	200.20254150448977	36.228568843389084	38.30704991491517
451	moderate	male	72.0906970518974	141.8852570774903	192.29267158344996	36.410171947787596	45.000363406395756
452	low	male	81.52763475083538	188.12004372763707	195.2231905973337	40.454414465695166	37.514858051627904
453	high	male	64.96562263240321	202.38770206920032	194.7852584875291	30.182279730173235	50.17642824048749
454	low	male	62.545939012461616	162.3432813844286	196.0860347153049	30.220240070875576	31.59564024270903
455	moderate	female	58.1988077875756	119.46824375824622	183.01599117774208	32.302410339733015	46.48021824452564
456	none	female	73.40560906289423	194.73754765736624	196.5765034029426	18.51330134465551	28.40998671056934
457	high	male	74.68316545351333	206.33916701072945	192.72965520363974	30.93289551955693	52.315174079807804
458	none	female	68.91798368889016	85.8747861929935	197.88003690765535	23.626621903530477	33.44068585340883
459	low	male	76.89889303729018	96.99518444548406	187.56472472808153	29.305637630879747	39.58965450664558
460	high	male	62.84370234939859	114.37157435773736	184.55026764338072	38.35355603192202	51.97767106127231
461	high	male	67.59330080003967	131.60584191926884	194.26539027544766	25.59472843792188	69.37145656292924
462	high	male	63.69410234521723	148.6663909602819	194.14302902171403	24.603869586836808	59.68541454451453
463	low	female	65.13734799444472	114.86583086930987	188.69923685498082	29.91237444713373	39.21290178586764
464	none	female	66.41862684666452	114.1996639205262	197.88406123407495	50.508504117009494	24.3834034334969
465	low	female	69.00524900558021	138.803085668263	189.81080729591707	34.00301320093421	36.061909156274936
466	high	male	71.55913318062535	148.0524419462987	192.27743036383072	28.682383656146655	55.87600409073497
467	moderate	male	67.83352943918146	135.11215749328724	184.46025292500408	39.92090532091998	46.86178393995244
468	low	male	76.1325348825218	125.48081522436422	185.47126882257223	24.927662446568323	42.20730016727331
469	intense	male	65.40154599838337	148.87868950527988	188.31649833077438	30.06702182726128	64.00076320813858
470	none	male	64.94010076630332	131.01432897305926	185.1684553319789	39.48247934406379	35.60032494884349
471	low	female	52.41813573327194	137.47136219066942	194.07094842123718	25.521056234858644	29.34487977984584
472	high	male	65.1844774881819	110.44142224917096	191.2075370607694	30.539377446633196	50.8717008793183
473	moderate	male	65.69762357888925	169.43516699678804	203.30607554582403	39.38325436280355	36.845002979147196
474	none	male	67.05025050711357	165.31729771155946	199.83291830819914	32.3736880708471	35.98425690774699
475	moderate	male	68.66730517129555	194.40236957256081	189.34827139112554	28.116079386997598	46.413444724378095
476	high	male	71.15838683427515	141.11939743953633	188.53996505928913	20.616691108361994	59.132960199740275
477	low	male	69.26222110313428	153.8915143312152	192.23650648352427	38.66219604653407	37.10474271635901
478	moderate	male	64.30013491842523	138.73346667524268	194.57243817201316	27.925372750953205	53.3550211584033
479	low	female	67.42754035659937	146.9766280515181	194.59147817723215	34.77980519408694	31.332401857901598
480	low	female	70.72206035219482	134.58379527448557	188.8962805838371	25.263822166340727	35.18519121696258
481	none	male	57.55540957480225	146.17949222740475	194.68859212096294	32.89397101717467	32.520352623002466
482	high	female	64.07465687462745	226.6127025080972	192.12133033504216	27.122422164714216	39.05372749948499
483	none	male	63.34417283756059	179.11254796175447	188.39810359758965	34.48628410957222	40.60217262900251
484	moderate	male	64.86985837544145	161.94659945664864	188.6819340913779	32.38021630260897	41.59843741645961
485	low	female	63.58194270237504	170.51045021532488	192.06568676478372	28.31264851605716	34.477548382847495
486	low	male	71.88934598326445	193.28320642895824	190.68180340903763	39.0757929294667	33.348586843025224
487	moderate	male	66.9567218386348	80.45382858429754	184.29291777825858	26.35921985653963	47.90603115503958
488	moderate	male	67.70875151737627	163.37436633882518	193.3324011190878	37.54857737200234	40.49839996019521
489	intense	male	75.54531415498097	190.81020818977436	190.0922388745096	39.0189280469143	54.31260096440962
490	moderate	male	69.20126711523154	181.802665992337	185.53854591209424	38.587932882214304	35.031882200731616
491	moderate	female	69.92987639603513	250.1446989740809	184.36973407406816	37.948270308035355	35.37909415225041
492	none	male	64.99811662152648	219.00726669021037	195.0080098298563	22.644476128973466	40.944853866767346
493	low	female	68.62746124171446	236.97124760790385	192.83586908044896	31.628630344242	23.97438728682918
494	moderate	male	67.66041626001791	155.13522292204698	189.56180008941777	19.049230385657832	43.97768864791945
495	moderate	female	72.39242458663078	152.59117534149254	183.17678861695958	39.566233982725805	40.37852041288678
496	high	male	68.78070850016995	222.18327459953196	197.2277705020884	31.74671538899517	43.378712650148
497	low	female	68.59623198468398	135.02377077627494	191.1147420052923	36.1330848143221	28.446316050746063
498	moderate	male	64.93383279555611	132.8333925985692	185.45802315679188	35.17249322855323	41.42187639448183
499	intense	female	67.89502293053594	146.67920647466266	187.08341700982237	36.10990883098475	51.38648748007452
500	moderate	male	71.39390389905691	165.2839178872164	191.4859363548392	35.690287147099475	44.62179773997057
501	intense	male	67.46461469807637	157.4423399323844	188.27077282434	30.093698275985254	59.4693991966291
502	low	female	64.77881957584366	142.01447288252197	197.59082599524913	25.93878770867362	36.88473601218924
503	low	male	74.10237235183438	204.007098256101	186.0776206734148	40.478434555500684	32.4417779932661
504	high	male	64.40160808177352	164.907056952085	191.08737751285625	25.94391650653167	56.81665774416855
505	high	female	63.47364465813979	184.24402962943077	194.0031646941907	48.38399188845667	36.63297773959176
506	intense	male	64.896831135559	119.6573510411459	186.83782713945067	22.19200222332158	70.69643085818292
507	moderate	female	65.74336276145652	137.6647075263677	198.45041410216393	35.906959953648666	32.20961053482431
508	high	female	60.770098321073796	196.9464559233376	186.85545985081671	41.33593819928666	39.45154178430353
509	moderate	male	75.33668847688011	209.34698167151635	189.5972711880782	27.684174489061718	42.82362224226371
510	moderate	male	56.6449758021623	120.98247515813028	194.86739891298544	24.543811823248095	43.071510245047904
511	high	male	69.35568058576459	194.71234511230196	190.53258673026937	32.0715524478163	52.62598246972585
512	moderate	male	70.0885851528138	158.0776243267056	186.23186275126437	37.610833236479614	39.54953487494399
513	intense	male	65.82236780670631	148.65184101034106	203.90968428440692	19.10217551965727	66.68069098085856
514	none	female	64.14322934744945	167.52575976954284	184.80221570881145	30.252142476356386	30.557951711911826
515	low	male	67.11617739242946	152.00102944129682	195.12660238205976	36.63027093613601	33.20787326050498
516	high	male	78.14621231515767	221.7894236341654	186.9715865716191	44.47761650361695	43.775302683129496
517	none	male	72.38309342214183	153.45434948988313	188.04445385258512	32.555237012695486	35.32080642111915
518	high	female	73.4729959326841	177.6503032639745	183.6740239206539	49.43519848404071	40.656838345142816
519	intense	male	72.75201580038355	179.14600733133258	189.65607757916953	26.010552069167307	56.31258551691291
520	low	male	74.25515025586323	155.20424263406264	192.06507929912945	14.88226783288939	42.65752125580332
521	high	female	66.31289007724934	158.09050802053713	188.45642850113458	34.299327506641454	42.370629738065574
522	high	female	64.10661511995576	147.7222335315277	186.30532729541838	22.139521621407585	44.48583238944188
523	moderate	female	65.97582609175082	133.33680685785237	193.303279171075	36.960269702635394	36.86445533259562
524	intense	male	72.61688810178983	130.2629683014203	186.55532159305773	39.749029980136555	64.6845143816486
525	intense	male	77.29391918845138	165.3205546888852	198.00766776975854	30.783299543872964	62.35821571807814
526	high	male	77.74892325273277	172.52308990365566	190.4173113705159	44.03653804190778	52.824226114541716
527	none	female	73.81646399869862	148.91873395370467	189.57328098715502	31.610915161441532	31.407781758614824
528	high	female	64.28297761249323	197.92979847642894	197.01432811751567	32.774670244924735	36.71864287681972
529	low	male	69.55958549071612	131.96755431314696	189.436381475586	32.51698193251871	40.71774817603373
530	high	male	68.48178290783889	243.7023342248546	186.60662677883036	51.44507392559335	42.327674178644756
531	high	male	64.9617795343209	164.3529638320455	194.15994944586225	37.573901044819614	44.16458361633874
532	moderate	female	78.06518162966762	155.17036264416566	186.98724455327493	32.49519494748448	36.89916757842893
533	moderate	male	68.34467592043922	184.81832091930056	185.7645534883405	30.670664480266375	31.102038846887737
534	moderate	female	74.30836318949902	135.53969312626663	206.4551595168468	44.497455939203384	39.24687844257139
535	moderate	female	74.9199263470348	139.00417195215854	194.49693387109562	27.533624411315746	31.431729445502754
536	none	male	64.17394072663885	148.14433838976373	191.14353825213132	14.286026861991651	39.497146500818026
537	high	female	60.67367731081522	167.6357367746812	190.22150416623853	34.235072275292325	44.16038630754942
538	high	female	73.2630870468573	105.51387403087296	182.37551032410573	28.76314185117916	45.44359506908489
539	low	male	65.82915670738367	118.08285715854922	196.82293712281668	41.91615406359248	36.389735678352515
540	moderate	female	70.66804757296677	160.37305177832002	195.8887740717602	46.747612139110075	42.86416463371608
541	high	female	70.32583449229577	172.61697487621745	194.10558809285072	34.68049075636703	37.05123496848683
542	moderate	male	70.96938745918362	175.7885562116453	197.27594029442508	28.35888401285563	44.11333245256826
543	high	male	63.09112166386978	164.10981057363972	203.02569917049445	34.39736782983028	40.54702364959687
544	high	female	69.13100160002445	151.46390222494742	195.1609510664425	45.504958715386906	44.971902344209504
545	moderate	male	59.594892729041185	196.66284617861862	199.36004703969684	36.095216479084975	43.239618004177004
546	low	male	66.66173281937928	194.36722288552912	190.26702809497206	30.39274641288688	28.513619340694245
547	moderate	female	75.01539173997713	182.56367982140966	188.8741596956143	33.535065331656384	40.76784032692962
548	high	female	67.56815024460168	164.65784277406388	194.00024994856724	28.16432272076665	52.49822485105894
549	none	male	61.59624238792417	169.31843020395638	187.69344146154288	45.43374425578092	28.542640409250414
550	high	female	69.86916833963903	228.46681303162853	192.75432778128987	39.28209615365189	43.62258673652007
551	moderate	female	65.43573608873714	202.31592961517296	191.6230429349946	49.43662357733257	32.85316548933463
552	intense	male	66.09383942923859	121.07632896099734	186.06495345803984	32.504364444759204	51.73556191722585
553	high	male	67.90541750466015	128.6506350097042	188.81490885027853	26.848860275832475	52.74696645378227
554	high	female	67.32545552566559	163.84855858132696	200.2701544718648	32.787850272596174	44.16849102782651
555	moderate	female	78.16027948978767	104.009953400261	188.69334489586987	35.80465107140119	48.86916409899948
556	moderate	male	79.5013674994587	181.09366933817986	200.8458809240103	31.9574673297343	46.050808836109866
557	low	male	60.47610407723342	168.69757785546506	187.97781259479268	38.77018166246632	37.650059661718316
558	low	male	63.979108119680276	147.54820412466646	190.52792044838216	33.29682864170682	31.612331585727663
559	moderate	male	65.71174240155595	163.09068650675505	186.93087864512808	32.344794879153255	44.28926056658622
560	high	male	68.16433958867478	187.97002782675912	190.76702535535412	41.242150979689924	45.079789953065436
561	high	male	68.38467491045898	177.17432638773656	192.23255273387286	28.460543693002027	51.18670252797324
562	moderate	female	68.84144886940464	127.46871360188617	190.39926587217715	35.116113258549504	33.128024406463304
563	high	male	71.11833966612988	196.10786924265017	196.7087971735568	35.000740193894636	50.01342589410019
564	none	male	61.84341190963207	173.3267208790153	196.9704889631402	35.935020529754084	27.030370120952895
565	low	female	65.97695313257785	167.2304807868957	187.6640074697968	30.710291336889057	37.32157791557674
566	high	female	64.00106440473053	193.977310164813	187.76453794394752	34.50440189489672	41.801746282922835
567	high	male	66.50493371224432	199.90482483138862	195.61280866130252	48.24836743960776	59.176722518540316
568	high	male	74.58128167823216	194.80598997455192	186.3790055640728	27.514566596920226	51.32147972429271
569	low	male	74.76375322426853	170.05743345178976	183.48997786538536	33.159007942331165	44.97842470206905
570	none	female	65.91020854386846	165.6737310512136	195.43727533486324	21.016643702238017	40.48485950118521
571	moderate	male	71.06692553782607	143.50021535695976	195.591500817438	35.34993318477767	41.39974772864535
572	low	male	67.71625333176397	125.196316589433	196.17160826140497	45.533608025627046	39.05721820378023
573	low	male	67.16415769069144	202.99422577837635	185.67868700283412	18.706800512533384	39.89765200390868
574	none	female	71.3019777158227	142.27486047269994	196.10150181916438	39.45977646301031	32.36359458461444
575	moderate	male	67.28839368488127	98.39718750432705	193.366861715048	36.8372907644382	43.12338193492469
576	moderate	female	64.89284593325064	145.44798133862636	190.72833234727906	51.29538352223706	30.889801059224823
577	moderate	female	66.52816737598843	218.4010094846936	198.32544186941234	26.58467134645016	37.56767943800055
578	low	male	72.18231690694797	188.50388241790688	198.56477541674462	26.409492510745242	42.14131061395862
579	intense	male	77.73884916779494	149.39535974209855	198.97513142630817	28.612500815943132	54.802137462839696
580	intense	female	64.86406383748513	155.34745378075488	187.784580408757	42.98734326271935	38.786092713961835
581	none	male	71.78382833233803	198.2301875597093	189.20122960840825	30.24047773291521	37.91132880110516
582	moderate	female	74.08268085145579	125.36803733410264	189.4940336622615	52.835331511123414	35.09130659249486
583	high	male	80.07396440966653	195.22707323034848	184.06580615121214	42.85093314839381	57.56635628548902
584	none	female	70.35447487923682	143.26466459460758	190.48651263143446	33.155125498897185	22.689592948753074
585	moderate	male	71.98284521104956	171.70184685485182	180.54941683699798	30.981783090064415	37.74037645797837
586	high	male	62.450864215398155	133.15817014634447	194.690531527987	40.015713336296166	53.71915269480787
587	high	female	68.25151385710235	158.0413210009603	188.6969126354481	26.434320581400996	45.648925041891054
588	low	female	63.89496812284262	113.1050904234271	189.3026933550339	21.97519738353528	39.46791689590474
589	low	male	75.32212311848909	164.33027163843676	190.4298164981406	37.11081793181467	38.00038656657886
590	intense	male	75.08779337313685	226.67264748633542	188.4993299979665	33.48112511063064	51.97908729763597
591	high	female	75.34395360737425	195.34288343787648	190.7090421641316	33.46713399275114	44.224834302677884
592	none	male	74.41539035441794	117.65404235425075	187.80819081376086	26.58627085306089	39.207358176214115
593	moderate	male	69.18601586645752	124.59208329598384	185.5846715229466	32.64036193890392	35.1710296504117
594	moderate	male	69.58565753980662	163.0281962981035	185.60321714193654	29.53822524067836	34.332840791135894
595	moderate	male	67.61168868094938	137.65773144607044	193.64873200010064	39.36061678828307	43.75598828466856
596	low	male	65.12773322796512	170.45709359536033	204.03715251779812	29.270460371305454	37.624794692419066
597	high	male	75.86334336172928	183.57121403524894	186.54255496073267	41.740852088275176	44.44304996418125
598	intense	female	69.72894058506834	219.0766932415028	188.41547237908352	38.42639704251609	55.777742859110475
