row	weekday	weather	time	temperature	pedestrian_level	police_presence	consumer_satisfaction	accidents_per_10K_1
337	Tu	rainy	evening rush	79.5266314969473	5	2	71.9713240012398	21.788304700874875
338	W	snowy	evening rush	15.057875637339757	5	3	64.95109968884655	22.48732781732673
339	Fr	snowy	midday	4.182110026638512	6	2	60.66827079409117	18.717747379106306
340	W	sunny	morning rush	75.8873593621968	3	1	23.129164012852023	13.80084919791018
341	W	sunny	midday	82.33932391533673	5	1	49.76700787772252	14.458714054726533
342	Fr	sunny	midday	68.11913215922613	5	1	31.642052579958225	13.915950110029979
343	Su	rainy	overnight	74.8495328542864	4	3	41.25789963510252	13.112283763301862
344	Fr	snowy	overnight	18.528096020684767	5	1	49.24167343529642	21.953885500415307
345	M	rainy	evening rush	79.00026788794672	4	1	49.8500554531709	20.41281481880212
346	M	sunny	midday	76.41315164739375	4	1	54.287903128385494	15.05061726162724
347	M	sunny	evening rush	89.38482306194581	2	1	51.46272882617609	8.06673067290242
348	Sa	sunny	evening rush	82.81210058663034	3	2	42.622700082950786	11.207161376103334
349	M	sunny	morning rush	71.63077240219482	5	1	75.50502130798316	22.250959271598543
350	Tu	rainy	evening rush	62.78793365659594	8	2	74.81799084553667	28.423434253464734
351	Tu	rainy	morning rush	68.59498194275609	1	2	48.645541134149866	6.02728096233924
352	Tu	snowy	midday	6.345724360311889	2	2	74.39564340275976	6.568273083455911
353	W	sunny	overnight	74.51414973997888	7	1	68.84202385891685	21.87794637290294
354	Sa	sunny	overnight	64.43025387474374	6	4	37.43141114423125	16.69095164370941
355	Tu	snowy	evening rush	3.6047198916323184	2	3	53.60723312144631	14.486413882523783
356	Th	rainy	morning rush	66.71382132252258	1	3	35.90252779389641	5.925726095038598
357	Sa	rainy	morning rush	76.48781530855662	5	3	48.736872639728425	17.94588922784345
358	Fr	sunny	morning rush	81.75676100333139	3	2	41.19644742510876	12.545318893727462
359	Fr	sunny	midday	65.93447140532352	7	1	62.59618276151559	23.924919287437532
360	Th	sunny	overnight	80.1987522611678	4	3	38.29049222962958	12.83765464597833
361	W	sunny	evening rush	77.40536489479423	2	4	90.24859692302662	4.824782328321297
362	Tu	rainy	morning rush	79.31384016705093	5	3	52.73089930222494	20.026053165116036
363	Su	sunny	overnight	75.62481724322713	3	1	15.93586393501164	10.329637227394967
364	Su	snowy	midday	11.589799360961887	6	4	54.51662758758344	18.426630173812395
365	W	sunny	morning rush	71.38612848139206	4	3	20.03003157495258	13.414681805303811
366	Tu	snowy	evening rush	14.97410695020922	5	1	35.97484830674318	22.244766953941028
367	Fr	rainy	overnight	72.76188281151671	5	4	40.20383921894192	27.849656060989737
368	Fr	rainy	morning rush	57.2418521572439	3	1	52.15825136583024	13.048352692504146
369	Th	snowy	evening rush	17.22389328107007	3	4	75.0082711013749	14.935983912202811
370	Fr	sunny	morning rush	60.737002114766945	8	2	44.12144819905173	29.6556595766476
371	Su	rainy	midday	83.99797963105311	5	2	58.10013144409908	17.385517726120625
372	M	sunny	morning rush	61.770026977268415	5	2	67.73197067924399	19.68619123773251
373	Th	rainy	morning rush	85.56947590038416	4	1	59.896916414729525	16.519730799411946
374	Sa	snowy	overnight	6.628854674622701	3	1	53.053035485630346	13.63759350883282
375	Fr	sunny	midday	87.39810989343789	4	1	55.64762767826502	13.288792699921093
376	Th	rainy	evening rush	64.44671305700831	10	2	59.30430504343562	33.84172194041717
377	Su	snowy	overnight	4.494572082465917	5	3	54.58535492297064	18.93017343319148
378	Fr	snowy	evening rush	11.938331937271595	4	2	51.65289091705384	20.651366397702702
379	W	rainy	overnight	83.49318040184895	4	4	42.302892598846725	17.64090708932696
380	Tu	rainy	midday	77.15951905775984	3	1	21.086192190256945	12.004961007163805
381	W	sunny	evening rush	85.0571765044705	11	1	71.94399580475421	34.197289161789534
382	Su	rainy	midday	78.78127260381362	3	3	19.761572700925477	14.819095505084835
383	M	sunny	overnight	65.51831563668003	4	1	41.3821527947447	10.693088620534231
384	W	sunny	midday	64.9580667822826	3	2	51.67939827086993	11.856682574881203
385	W	sunny	midday	78.92632550014288	0	1	45.75002788481386	0.36589498022139233
386	Sa	sunny	evening rush	85.8178210601288	4	2	48.76488389524242	10.390025804214726
387	M	sunny	morning rush	89.66647665227735	11	1	84.68417545268201	35.8264645988761
388	M	snowy	evening rush	4.8230792903954285	2	1	25.41922611848114	12.67465665967346
389	Th	snowy	evening rush	12.69161491559928	6	1	36.014593364352706	25.154539465465515
390	Su	rainy	morning rush	55.79520374266939	2	1	57.29096924787166	11.518641586585302
391	Tu	snowy	overnight	13.437770257773431	3	1	73.85954845167605	14.87037574526766
392	Fr	sunny	overnight	50.7395020746776	4	1	68.91223429995439	18.84907197849798
393	M	snowy	midday	13.816708341061197	8	2	39.83703375031041	25.67421824977139
394	Tu	sunny	midday	83.96444933799559	6	1	51.94026103857599	21.219377843083077
395	Tu	sunny	evening rush	77.11808324944153	5	3	29.94531319762063	20.391247280585628
396	Su	sunny	midday	77.68498659929797	8	1	52.83359316564339	22.68247817913339
397	Sa	rainy	midday	51.72520955183193	2	3	45.46997569455459	8.85937350836886
398	Fr	sunny	overnight	67.97446179918353	4	1	57.731509524893106	14.749519571714398
399	Th	sunny	midday	55.75385073339472	3	3	72.1860049492357	6.357714525766804
400	Th	sunny	overnight	60.17971936364048	4	1	62.06508379980242	16.984235238450154
401	Su	sunny	evening rush	63.06714318901233	12	2	65.96894493980255	38.64862948123323
402	Su	snowy	evening rush	9.49698928242984	5	3	36.950913703647366	22.125816699269883
403	Sa	sunny	midday	63.63305351270787	8	1	68.61243986359204	24.007078344442988
404	Th	rainy	evening rush	51.821256637981065	1	2	52.44990837579494	10.254446236071747
405	W	snowy	overnight	11.479358549566168	4	2	31.632878578410953	16.45498359507355
406	Fr	snowy	midday	8.505687463335734	4	2	34.64293856689839	18.592599330690124
407	M	sunny	midday	87.46374720165053	4	1	46.7049539644763	11.927456116463889
408	Th	snowy	overnight	5.228062026328864	6	1	54.82844422343398	26.637415031609113
409	M	rainy	midday	79.08922057375689	6	3	53.79646802428191	22.94233291956188
410	Su	sunny	morning rush	74.620067514376	9	3	34.69964783378303	25.0198116382799
411	M	sunny	morning rush	86.37912936514206	10	2	38.83435576939027	31.995466890559815
412	Sa	rainy	evening rush	85.48816253678505	6	2	68.24221021306519	18.43512448216455
413	M	sunny	morning rush	47.58669897587777	6	4	87.98183148898062	20.5413885646393
414	W	snowy	morning rush	7.780948846575425	5	1	54.76263220792819	20.564971730722473
415	Tu	sunny	evening rush	71.37569108310124	3	1	73.24740542488105	12.986661660481436
416	Sa	sunny	midday	69.38431216409975	5	2	72.54537254031857	11.798823908644849
417	M	sunny	morning rush	81.52459518184278	5	2	45.84096399796301	20.838699140414633
418	Fr	sunny	morning rush	78.36829387676823	7	2	73.94304864219104	23.98134818629679
419	Sa	sunny	overnight	82.51485991801557	3	1	61.234618030040174	14.515892815399884
420	W	sunny	evening rush	69.371730383169	6	3	41.2900589456167	22.458997034708204
421	W	sunny	overnight	65.28948184544453	2	1	46.43536304642795	10.438076112983262
422	Th	sunny	overnight	74.44600774123603	1	3	60.673386015595206	6.771159250583931
423	M	rainy	evening rush	73.32670846852126	8	2	43.31841938334378	32.551935989993275
424	Fr	sunny	morning rush	64.8198493553156	2	1	33.52791511060587	9.98584785536003
425	Tu	rainy	overnight	69.35809310782733	8	2	42.37273806361559	25.952347689304283
426	Su	sunny	evening rush	69.46796382974604	3	4	41.493875862374544	10.927690370499127
427	Th	sunny	overnight	78.36921987236737	1	3	33.32158040839296	5.60577812653091
428	Tu	snowy	morning rush	6.834395616534638	2	3	55.24070819523777	10.51684436193257
429	Fr	sunny	morning rush	80.553150302378	3	3	32.56786741755099	12.878884430477674
430	Th	rainy	evening rush	64.11754516632118	3	3	35.50842711869248	10.996571588528223
431	Th	rainy	evening rush	75.55090993380333	4	3	49.54002255136587	17.096107559789942
432	Th	snowy	evening rush	14.485747962307673	5	2	50.21019272698505	21.556411872602165
433	Su	rainy	morning rush	80.79428843503717	5	3	58.30346082588185	21.060668830217118
434	Su	rainy	evening rush	61.146058257293205	2	3	57.35015415569022	8.238890251280447
435	Th	snowy	morning rush	9.333888739242221	4	3	29.61378980793968	13.192776156318288
436	Tu	snowy	midday	9.570350629817993	5	3	36.5106877524309	17.497349466891972
437	Sa	rainy	morning rush	67.36937406593309	8	3	33.561483220019355	24.631831687219645
438	Tu	sunny	overnight	68.30366471456439	3	1	53.90958164650695	12.633837981213977
439	Fr	sunny	overnight	92.37910868955485	6	2	46.486605144749916	21.743863244153914
440	W	sunny	morning rush	76.72712812681938	5	1	26.878397743631997	17.92078498695384
441	M	sunny	morning rush	91.28771819304882	4	1	57.04341439211406	13.833086064734774
442	Th	sunny	midday	65.81538748054987	4	1	40.66599189105982	7.265019414418744
443	Tu	snowy	overnight	17.844349187937205	5	1	69.35852646985882	20.881409891433304
444	Su	sunny	morning rush	70.19406885782452	9	2	43.40610101833557	26.58940799044482
445	Th	rainy	midday	73.12236964040413	6	2	58.840552683871486	21.101846738650817
446	Fr	sunny	evening rush	62.982276138193406	5	3	42.96028217327134	19.966512970924914
447	Fr	sunny	evening rush	81.90575344219688	8	2	73.54736875018159	28.78583027173953
448	M	snowy	evening rush	3.6989944124723326	9	2	65.93570011881604	36.33954851196178
449	Sa	sunny	evening rush	72.27400064887671	5	3	40.02950977434863	16.64693005139674
450	Sa	snowy	evening rush	14.634418844627916	2	1	74.6658188964504	11.634524681657021
451	Su	sunny	overnight	78.17306886694811	3	2	54.42845314303148	7.621289553568276
452	Th	snowy	midday	10.718316513103929	11	2	87.2422818916319	35.26495910429457
453	M	sunny	evening rush	79.40816498776056	3	1	64.18874601163708	13.510720418673476
454	W	sunny	evening rush	73.7030159704518	2	1	42.02385235395294	8.95219887545931
455	Tu	sunny	morning rush	62.59579475471227	6	1	15.640062686848722	20.515135374680955
456	M	snowy	overnight	3.7224566703081905	5	1	84.2206946384218	24.057712241048325
457	Tu	snowy	evening rush	10.115413812878884	3	1	77.8138290055081	17.76318566943562
458	W	sunny	midday	68.93296994414924	7	3	35.445511461672474	19.848542781209563
459	Tu	sunny	overnight	53.29641742764704	8	1	54.19199463430197	27.888248531446457
460	Su	rainy	morning rush	70.19214280275285	11	2	24.92071263028985	34.31019129037932
461	Su	rainy	morning rush	51.37519315704853	3	1	67.89444527223266	8.43530836843445
462	Tu	sunny	morning rush	65.37061127101082	6	2	79.16817754006134	19.708365355479966
463	Th	sunny	overnight	83.88918450332773	2	3	40.278449219278784	10.548235223518523
464	Sa	sunny	evening rush	64.55981508669949	2	3	78.78500552628238	7.181785371236212
465	Fr	sunny	morning rush	60.05915999299433	6	4	24.45856133153733	18.879345117265316
466	Sa	snowy	midday	4.505541856579588	3	2	60.0633972613041	11.49958130017464
467	Th	snowy	overnight	15.073974041766968	4	4	58.93085038464599	14.762331777976657
468	W	sunny	overnight	51.75299436423431	8	1	72.2516709172369	25.714347321660135
469	M	sunny	overnight	70.23330418232196	3	1	60.684287935725024	13.862256064376947
470	Tu	rainy	evening rush	66.81175131325543	4	4	65.14513271225297	14.939533597405976
471	Su	sunny	evening rush	82.18485967233772	2	3	32.432615493483425	6.457091548844456
472	Tu	snowy	overnight	6.360208779308733	8	1	28.977989999771157	27.435227736267354
473	W	rainy	morning rush	59.25021736479464	5	3	38.68216495006699	19.42895862828024
474	Th	sunny	midday	78.18753666855913	4	1	56.34631260214802	11.522566314862129
475	W	snowy	midday	4.041462745844598	2	1	40.74298692033365	9.535318287934276
476	Fr	rainy	midday	90.39778233508937	0	2	48.7505242232311	4.663362164845573
477	W	snowy	evening rush	12.469745068754012	3	1	56.07855020050723	12.291091737155368
478	Fr	sunny	morning rush	63.596435542890404	4	1	38.062700681289414	16.756657275208102
479	M	sunny	evening rush	67.01149568527853	3	2	42.38743584878034	9.770515232338589
480	Fr	sunny	overnight	71.82290713831951	5	1	71.0933530904601	19.89140774142682
481	Th	sunny	morning rush	94.22800032160595	3	2	73.59594477543337	9.00893375552459
482	Th	sunny	morning rush	70.49091744765866	7	2	35.48005227993867	20.41417506893321
483	Su	sunny	midday	81.80581952542795	7	1	50.396738970807874	19.94095426560781
484	Su	sunny	morning rush	98.18744749032327	6	2	49.48372955665077	23.220858866503413
485	Su	sunny	morning rush	72.86417376936892	4	4	52.5872440194212	11.27051083656192
486	Sa	sunny	overnight	54.92271740846112	9	1	69.53666189215711	25.476405995158025
487	Tu	sunny	overnight	75.87292451201415	8	3	57.287916794429606	28.465694094237286
488	Sa	snowy	morning rush	7.830217702939182	4	4	70.9986985246621	22.027396474007098
489	Fr	sunny	evening rush	65.68639659694442	11	3	46.072186427210596	38.7527353139886
490	Fr	sunny	morning rush	66.07993583390356	6	3	52.70897388441507	28.339531144335997
491	M	rainy	morning rush	72.48843660690859	3	4	5.508340305278821	18.22369217518295
492	M	snowy	midday	0.8380163414596868	5	2	67.42608508262438	19.399223832864717
493	W	snowy	evening rush	9.35591948781293	1	4	57.297926739914715	7.487402468332571
494	Th	snowy	morning rush	8.538745845533656	4	2	12.77735606687039	18.93901290917222
495	Sa	snowy	evening rush	12.793433962587176	5	1	51.19266461489091	18.432716589465976
496	Fr	sunny	evening rush	63.69989906097762	6	2	35.62365620232526	17.87560217022518
497	Sa	snowy	evening rush	6.6336509111126105	2	3	58.94152055465477	8.930436092684342
498	Fr	sunny	morning rush	69.69171277306054	4	1	33.41287800874544	14.55374563897344
499	Tu	snowy	evening rush	6.475978141644214	4	3	57.88099308409608	19.0152911471825
500	Tu	sunny	evening rush	59.62775389351787	4	2	84.00183456410127	12.971927353476389
501	Th	sunny	midday	88.38060024520013	2	1	64.519166269512	3.486218227489326
502	M	sunny	evening rush	71.62042814194416	4	2	45.95054903206303	16.670540787331145
503	W	sunny	evening rush	58.43350246759643	6	2	79.30447892357148	22.790430940757908
504	Th	snowy	midday	4.655273311032415	6	1	57.02648826360117	16.6841116214669
505	M	snowy	midday	16.530241759326064	7	1	65.38815151718174	25.360768096891324
506	Sa	sunny	evening rush	69.24495470625574	6	2	78.75485041475986	20.97057428645039
507	Fr	sunny	overnight	63.35675581682509	5	3	38.10807477503185	19.41283075981453
508	Tu	sunny	midday	87.04297562301396	6	1	34.70559929067497	20.22550695051964
509	W	snowy	midday	19.526817878281804	3	4	20.017826956736606	14.92681556767526
510	W	snowy	overnight	11.699982794407426	3	1	38.967747997774	14.16233951474061
511	Th	sunny	overnight	78.84723290769026	4	4	35.63781190014427	13.121190851692145
512	Su	sunny	midday	71.39326594609469	5	3	15.136439165455648	14.170017444907579
513	Tu	sunny	evening rush	66.14673451365937	3	1	58.22567766732584	9.336943044977474
514	M	sunny	midday	79.97140888064634	1	3	31.396395206844378	8.099647234290627
515	Fr	sunny	evening rush	57.2029663144777	5	1	46.747620450620964	20.292578003687755
516	Tu	sunny	morning rush	81.26733287217289	6	1	30.039760111814903	21.509945463569462
517	Sa	sunny	midday	56.11497124248432	3	1	34.49634539486877	10.396297628917345
518	Fr	rainy	midday	60.8944970580138	6	2	28.075605626034882	23.153220702223113
519	Fr	snowy	morning rush	9.462761455417784	7	1	63.430860567010875	30.525224131677668
520	M	sunny	morning rush	76.12953003265385	3	2	61.53237410590332	12.29238686419243
521	M	sunny	morning rush	75.9767330260045	4	2	32.816407049138064	14.92113412390733
522	Th	sunny	evening rush	84.13811741018529	7	2	70.02808294301086	22.733814794621797
523	Th	snowy	evening rush	10.4500781262844	3	3	26.753761414767528	13.393842893934197
524	Th	snowy	morning rush	13.938869214916332	6	3	44.38345187746957	24.210752681813688
525	W	sunny	morning rush	55.464705363144446	3	1	68.79739609804994	8.928801149103567
526	Sa	sunny	morning rush	75.43493392670192	4	2	6.988328230848445	10.235196747692278
527	Fr	rainy	overnight	92.03834172935217	8	1	54.01591693805217	32.63961444953704
528	Th	snowy	midday	11.510930889182495	12	1	68.1462600539352	37.39195415724579
529	Tu	sunny	overnight	78.24352132071208	7	3	60.103104210110985	23.1032494537393
530	Tu	sunny	midday	83.40888179346061	5	1	39.18732805659017	15.801888847576027
531	M	sunny	midday	69.18936457819471	5	4	67.96190017268161	17.222539720152056
532	Sa	sunny	evening rush	70.90353446374873	2	3	41.93250026681716	10.745842412157103
533	M	snowy	morning rush	8.994626121998568	8	2	34.544371887409646	29.728222796148998
534	M	sunny	overnight	79.55432440593209	8	4	78.06395907912324	27.18461308730846
535	Th	sunny	overnight	83.2331482044255	4	1	33.18914648580201	15.173769367516634
536	Tu	rainy	midday	82.31588585545276	4	1	61.960265001313864	15.638278750009013
537	Su	sunny	overnight	69.918762951447	3	1	12.016084025322563	9.72693810400201
538	Tu	rainy	evening rush	72.77104691489515	9	3	36.56455851515789	31.756228169594515
539	Su	sunny	overnight	55.292699145050534	5	2	51.693819994507095	18.688388320240886
540	M	snowy	overnight	14.873786359367855	7	2	56.28168024515349	31.226136960768166
541	W	snowy	overnight	16.862810736351186	11	3	39.039393283021504	40.093081300795845
542	W	sunny	overnight	70.81270913572718	3	1	67.43324873637778	13.488596077957997
543	M	rainy	evening rush	70.7848018098464	6	1	35.735237260270814	22.892368530976253
544	Su	sunny	midday	80.19618084523185	2	4	53.498701979969766	3.414368472818018
545	Fr	snowy	overnight	15.971445123298874	6	1	50.63367122077928	24.45537598179632
546	Sa	rainy	midday	63.96074961879383	6	3	41.100933689338774	18.320857716481047
547	Sa	snowy	overnight	4.888549238301643	5	2	48.92952412590012	18.284775244937357
548	W	snowy	overnight	16.853403372241196	7	3	58.23273462750481	28.194793641126
549	Th	rainy	overnight	77.73552063827671	5	2	46.7599476749106	19.025866288561357
550	W	sunny	morning rush	74.64459879251748	3	2	71.61027921731718	11.371265535374627
551	Sa	sunny	evening rush	96.28014775885124	4	2	53.49641166996055	12.879961380691196
552	W	sunny	morning rush	66.53051001747946	3	2	41.85754413956829	9.306928005175056
553	Sa	sunny	morning rush	74.80960251461606	4	3	44.958104853987905	8.709010225515662
554	Th	rainy	evening rush	65.7086656480469	3	1	43.935227725187005	12.922839011350394
555	Sa	snowy	morning rush	8.103069984323351	7	1	42.46862466182374	23.48375921596665
556	M	sunny	evening rush	75.03258825597655	4	1	56.85477460400525	13.45197286381403
557	Tu	snowy	midday	19.106822689488155	8	2	68.76812768185104	28.432986932673522
558	Sa	sunny	evening rush	57.20853107600686	2	2	35.844988872884386	9.715561589871124
559	Su	rainy	overnight	61.60063152248098	5	1	24.12532832328191	16.357021658134318
560	Th	sunny	morning rush	77.19769910198544	7	1	44.52390508479414	20.794162640106045
561	Tu	snowy	evening rush	16.098376662594205	4	3	18.66502747476816	19.94133693568531
562	Fr	rainy	overnight	74.06479780525794	4	3	34.6327981261263	19.172743770633108
563	Sa	sunny	morning rush	63.58129504136424	9	3	74.77917901227562	27.122375231533855
564	M	snowy	overnight	9.700973574278306	6	4	38.702686156944914	28.282106410521223
565	Th	snowy	overnight	10.10822355593506	7	1	44.49860726004713	25.262142337679606
566	Tu	sunny	overnight	72.24348414368286	6	3	57.98408485106738	17.77767895035423
567	W	sunny	midday	78.32495382772022	4	1	25.372206612503412	11.798669571475406
568	W	sunny	evening rush	67.9202179951231	3	1	62.19107143350712	10.254288065455103
569	Su	rainy	midday	81.53481815665151	4	2	65.91459023367923	12.185421944073143
570	W	sunny	overnight	62.574742735419335	7	1	35.722987243465084	21.861905291921218
571	Fr	sunny	overnight	64.82180285161645	3	3	56.01939809163063	14.16130055581721
572	M	sunny	overnight	65.99266701976832	5	1	61.71578784176321	16.855606685833155
573	Su	snowy	evening rush	2.958412220190814	1	1	41.211817522996135	10.67622376262525
574	Sa	sunny	morning rush	57.12493610095875	4	1	52.71874602519162	12.88160436218472
575	M	sunny	overnight	67.19895774732753	4	3	40.5227575713377	18.498066797428443
576	Su	snowy	morning rush	13.82112651691018	6	1	40.106667595024135	17.96456069799408
577	Fr	snowy	morning rush	0.7037946508303907	2	1	39.75154878100326	15.345030962974274
578	Su	rainy	morning rush	63.41230272002395	7	2	36.44416160150462	24.076901541600083
579	W	rainy	midday	64.21434492235878	6	1	27.089455899127188	18.71138698501464
580	W	snowy	morning rush	8.272089832483982	6	3	39.91422284800902	22.585279832213047
581	Tu	rainy	midday	68.67261521829005	9	1	59.96581493262751	31.550407156858533
582	Tu	rainy	evening rush	82.99665879667853	6	2	62.25009799587521	20.95643201024988
583	Su	sunny	morning rush	56.37549347485036	9	1	59.747910955749255	29.094301153146187
584	W	snowy	morning rush	13.687684294188037	4	4	52.998608115978705	20.154456869260343
585	Th	rainy	overnight	67.87045622976883	3	2	72.10420070312588	15.71407910947364
586	Th	rainy	midday	79.4125767940012	7	3	60.52798130737862	23.2402967083511
587	Fr	sunny	evening rush	71.55271942348386	2	1	40.401746300246465	13.906493404813085
588	M	sunny	evening rush	65.97940928904298	9	1	38.658269511867196	30.570782561592935
589	Fr	snowy	midday	17.436763991765307	8	2	51.704780143635915	26.152230241720357
590	Tu	sunny	morning rush	92.85725831569694	3	1	23.48094974290804	13.019525284648614
591	Tu	snowy	midday	10.501975475679178	3	1	68.66723559974449	13.697287577337105
592	Tu	rainy	evening rush	58.39267127209258	4	3	45.86185651612713	19.598474139896705
593	Th	snowy	morning rush	16.82795712020766	7	2	38.58779699163985	27.209465755979476
594	Fr	sunny	midday	67.61382223458476	4	2	18.506335670634407	15.588671672234653
595	M	sunny	evening rush	63.49606147477435	3	4	61.38713251315349	9.509924009775261
596	Fr	sunny	morning rush	98.43771883228553	3	3	46.67356425463523	14.168788383878463
597	M	snowy	evening rush	11.468292143696864	4	1	73.34469564940463	15.258275123537612
598	Sa	snowy	midday	15.206809755614481	3	1	57.23215456750666	9.805832060463471
599	W	sunny	morning rush	81.5940584300352	6	4	41.64900962043525	19.54961108273797
600	Fr	sunny	midday	58.61178086475843	8	3	47.40531348999037	24.97433978272803
601	W	sunny	midday	67.09884784133254	6	1	64.85295273693671	19.444144578909235
602	Fr	sunny	overnight	69.82184603804969	6	1	62.77629865653376	23.555007377417095
603	Sa	sunny	evening rush	66.57723632110503	8	1	24.4692051256838	22.260159049907205
604	Tu	sunny	morning rush	83.90046271939573	6	2	27.912804546401528	24.086001861222798
605	M	snowy	morning rush	2.646326358070291	6	2	61.92189374874115	26.912344734561042
606	W	snowy	midday	12.324452833188865	5	1	65.07721747588204	18.34763223991226
607	W	rainy	overnight	85.64746218870738	3	1	49.01105998102748	13.78805839655894
608	Fr	snowy	overnight	10.838784392713542	4	1	41.87309302253404	18.546760038328536
609	Sa	sunny	midday	72.5094989586394	7	1	76.59598156138668	20.748701934472766
610	W	sunny	evening rush	40.651324157813875	3	3	52.67574703105629	9.423983218134463
611	Sa	snowy	overnight	1.6925809581068538	5	2	69.63853629806844	17.322119097897982
612	Tu	sunny	evening rush	72.33079356980198	5	3	47.87007647946521	19.183240151902776
613	Tu	sunny	overnight	78.55863769383032	8	1	52.49208605773303	24.127487627947275
614	Su	sunny	morning rush	70.73427512613704	5	1	64.17280562766811	13.152942703153393
615	Su	rainy	evening rush	56.10014521696548	4	3	63.3405386488088	15.047859996555077
616	M	sunny	evening rush	78.20298451536117	6	4	51.09016950420051	19.457468333112683
617	Tu	sunny	morning rush	79.81281537652931	4	2	38.56269306626525	16.70062751614083
618	W	snowy	overnight	6.59588554472725	3	3	31.136296995611126	13.992198096262356
619	Th	sunny	overnight	86.45243960339243	5	3	52.992145329195495	21.236676629069862
620	Fr	sunny	evening rush	69.46676710031336	7	3	51.732634078768356	24.079056142359395
621	Tu	rainy	evening rush	61.18969513262218	3	2	52.60385221125786	13.43662845541642
622	M	sunny	morning rush	75.94670943418159	5	1	64.9043960247846	13.33431706396952
623	Fr	snowy	morning rush	8.840376950450583	6	1	62.73761195845063	27.08194198132088
624	W	sunny	morning rush	70.70030546803568	8	2	39.87334137793843	26.21367252350906
625	Tu	sunny	evening rush	72.17632947923536	3	4	42.55784276292073	11.982552769401675
626	Fr	sunny	midday	60.93269388055175	5	4	80.95009401498726	17.904404371670864
627	Su	snowy	evening rush	8.752429968518573	9	1	48.05998571675601	31.1703788733834
628	M	rainy	midday	70.16758912834187	9	4	24.70955038309524	27.79561750800231
629	M	snowy	midday	2.73720725635863	2	1	67.05234733604098	7.242868938441413
630	Tu	snowy	overnight	12.14130351419812	5	1	14.6225909034587	18.68627300735711
631	Su	rainy	overnight	86.99156887438517	4	1	43.48500057583752	17.09980060944315
632	M	snowy	evening rush	14.592172667470743	8	2	55.52038066703133	31.73841551613636
633	Su	rainy	overnight	81.06288539558108	4	1	54.77851977751276	13.767281545375518
634	Tu	snowy	morning rush	17.05524704244457	5	4	29.483172195606105	22.27113403326536
635	Th	snowy	midday	14.20741950581172	3	1	30.07449966481428	11.852931102146176
636	Tu	snowy	midday	12.956165639705779	5	1	66.25796138842398	16.1668547856958
637	Tu	snowy	overnight	8.399321016518446	8	3	44.87350630279986	28.4361781478057
638	Sa	sunny	midday	59.99222654242415	1	1	39.74461106189324	1.294407252304887
639	Sa	snowy	overnight	17.13485785016836	4	3	48.93821202401347	15.241720860254594
640	M	snowy	morning rush	2.3595721919000034	1	1	72.69304294004719	11.814316731211095
641	Th	rainy	overnight	65.98251378289048	6	3	49.57876012858799	24.871435070939544
642	W	sunny	midday	61.739991958574294	6	4	63.90754222436321	16.55413295680216
643	W	sunny	evening rush	61.3923664875996	7	1	67.30812724442117	26.030731015559272
644	Su	sunny	overnight	70.85358702044827	8	1	50.26974151450843	24.323090531356335
645	W	sunny	overnight	68.8961347460186	5	3	48.00944509875695	16.528003342026693
646	Su	rainy	evening rush	100.06773434834423	2	1	53.76193224408695	8.475946416073139
647	Sa	rainy	evening rush	65.75908121142093	6	1	36.01758047135097	21.80518096158839
648	Tu	sunny	morning rush	72.31906416799832	4	3	32.27009888168823	15.127278216589254
649	Tu	sunny	evening rush	75.1319846596029	7	2	43.8890285175806	25.61694327118604
650	Fr	snowy	evening rush	9.162994252576945	7	3	66.28531763045576	28.35293400950681
651	M	snowy	evening rush	5.910600589551809	6	1	56.76437730226184	22.70334142628078
652	Th	sunny	midday	71.1073783584509	10	3	57.22952450279169	29.299462516976416
653	Fr	sunny	morning rush	78.39641381472964	8	4	54.37159930610997	26.168876014285797
654	Sa	sunny	evening rush	76.47887277365533	0	2	46.01393720394527	2.6334537853291975
655	Tu	sunny	midday	68.89597304241813	3	3	49.46523941965855	7.9403266040535705
656	M	sunny	midday	58.01410386351421	4	2	48.06194838205303	13.61681262035684
657	Sa	sunny	evening rush	81.30143815896713	5	1	58.9045692818389	17.445650307803877
658	Tu	rainy	morning rush	64.6883949359542	4	2	52.80979751373531	16.403158664423124
659	M	sunny	overnight	71.78302562991125	10	1	63.91503885515575	35.37342966042304
660	W	sunny	evening rush	64.55280805974544	6	3	56.740685241225655	22.589192438679504
661	Fr	snowy	overnight	2.430937281870575	3	2	45.16554581955811	17.585753674187295
662	Fr	sunny	morning rush	80.50921639436866	2	1	82.01191748028288	10.985245834001834
663	Su	sunny	evening rush	66.58398687792253	5	2	42.35110516854014	14.932987458875564
664	Fr	snowy	morning rush	4.853681179866935	7	2	53.096495298284836	30.73993797919907
665	M	sunny	evening rush	60.00537069703841	5	1	54.60692017916483	16.623810205723817
666	M	sunny	overnight	77.163531882463	3	1	49.80591859096973	15.081129656363514
667	W	snowy	evening rush	16.797330342573446	1	2	60.46863362577369	9.614610489570536
668	Tu	rainy	evening rush	85.80827436515554	9	1	34.081893811919706	31.687950510388884
669	Fr	sunny	morning rush	81.81603229089063	6	3	39.78888078283153	19.262315383616468
670	Tu	rainy	evening rush	83.64387783855362	8	4	66.21444212898196	32.49902992239714
671	W	sunny	morning rush	73.85761347919984	7	4	33.895556813954066	25.127421985955696
672	W	sunny	midday	65.67132409626237	2	1	54.07351170120724	6.924761048385616
